# format: as|source|type
# date: 20150802
# name: as2type
# exe: type-convert-amogh.pl
# files: /project/as2org/20150801/asclass/exp-sets/20150801.merged.class.txt
# types: Content|Enterpise|Transit/Access
40722|manual_class|Enterpise
40723|CAIDA_class|Transit/Access
40726|CAIDA_class|Enterpise
40727|CAIDA_class|Transit/Access
40728|CAIDA_class|Content
40729|CAIDA_class|Enterpise
40731|CAIDA_class|Enterpise
40732|CAIDA_class|Transit/Access
40733|CAIDA_class|Enterpise
40734|CAIDA_class|Enterpise
40735|CAIDA_class|Enterpise
40737|CAIDA_class|Enterpise
40738|CAIDA_class|Content
40739|peerDB_class|Transit/Access
40740|CAIDA_class|Enterpise
40742|CAIDA_class|Transit/Access
40744|CAIDA_class|Enterpise
40745|CAIDA_class|Enterpise
40746|CAIDA_class|Transit/Access
40747|CAIDA_class|Enterpise
40748|CAIDA_class|Enterpise
40749|CAIDA_class|Transit/Access
40750|CAIDA_class|Enterpise
40751|CAIDA_class|Enterpise
40752|CAIDA_class|Enterpise
40754|CAIDA_class|Enterpise
40755|CAIDA_class|Enterpise
40757|manual_class|Enterpise
40758|CAIDA_class|Enterpise
40761|CAIDA_class|Enterpise
40762|CAIDA_class|Transit/Access
40763|CAIDA_class|Enterpise
40764|CAIDA_class|Transit/Access
40765|CAIDA_class|Enterpise
40766|CAIDA_class|Transit/Access
40768|CAIDA_class|Enterpise
40770|manual_class|Enterpise
40771|CAIDA_class|Enterpise
40772|CAIDA_class|Transit/Access
40773|CAIDA_class|Enterpise
40774|CAIDA_class|Enterpise
40777|CAIDA_class|Enterpise
40778|CAIDA_class|Enterpise
40779|CAIDA_class|Enterpise
40780|CAIDA_class|Enterpise
40781|CAIDA_class|Enterpise
40782|CAIDA_class|Enterpise
40784|CAIDA_class|Transit/Access
40785|CAIDA_class|Enterpise
40786|CAIDA_class|Enterpise
40787|CAIDA_class|Enterpise
40788|peerDB_class|Transit/Access
40790|CAIDA_class|Transit/Access
40791|CAIDA_class|Enterpise
40793|CAIDA_class|Enterpise
40794|CAIDA_class|Transit/Access
40795|CAIDA_class|Transit/Access
40796|CAIDA_class|Enterpise
40797|CAIDA_class|Enterpise
40798|CAIDA_class|Enterpise
40799|CAIDA_class|Enterpise
40800|CAIDA_class|Enterpise
40802|CAIDA_class|Enterpise
40803|CAIDA_class|Enterpise
40804|CAIDA_class|Enterpise
40805|CAIDA_class|Transit/Access
40807|CAIDA_class|Transit/Access
40808|CAIDA_class|Enterpise
40810|CAIDA_class|Enterpise
40811|CAIDA_class|Enterpise
40812|CAIDA_class|Transit/Access
40814|CAIDA_class|Transit/Access
40815|CAIDA_class|Enterpise
40816|CAIDA_class|Enterpise
40817|CAIDA_class|Enterpise
40818|CAIDA_class|Enterpise
40819|CAIDA_class|Content
40820|CAIDA_class|Enterpise
40821|CAIDA_class|Enterpise
40822|CAIDA_class|Enterpise
40823|peerDB_class|Transit/Access
40824|CAIDA_class|Content
40825|CAIDA_class|Enterpise
40827|CAIDA_class|Enterpise
40828|CAIDA_class|Enterpise
40829|CAIDA_class|Enterpise
40832|CAIDA_class|Enterpise
40833|CAIDA_class|Enterpise
40834|CAIDA_class|Enterpise
40835|CAIDA_class|Enterpise
40836|CAIDA_class|Enterpise
40837|CAIDA_class|Transit/Access
40838|CAIDA_class|Transit/Access
40839|CAIDA_class|Enterpise
40840|CAIDA_class|Enterpise
40841|CAIDA_class|Enterpise
40842|CAIDA_class|Enterpise
40844|CAIDA_class|Enterpise
40845|CAIDA_class|Transit/Access
40846|CAIDA_class|Enterpise
40847|CAIDA_class|Enterpise
40848|CAIDA_class|Enterpise
40849|CAIDA_class|Enterpise
40850|peerDB_class|Content
40851|CAIDA_class|Enterpise
40852|CAIDA_class|Enterpise
40853|CAIDA_class|Transit/Access
40854|CAIDA_class|Enterpise
40855|CAIDA_class|Enterpise
40857|CAIDA_class|Enterpise
40858|CAIDA_class|Enterpise
40859|manual_class|Enterpise
40860|CAIDA_class|Enterpise
40862|CAIDA_class|Enterpise
40864|CAIDA_class|Transit/Access
40865|CAIDA_class|Enterpise
40866|CAIDA_class|Transit/Access
40867|peerDB_class|Transit/Access
40868|CAIDA_class|Enterpise
40870|CAIDA_class|Enterpise
40871|CAIDA_class|Transit/Access
40872|CAIDA_class|Enterpise
40874|CAIDA_class|Enterpise
40875|CAIDA_class|Transit/Access
40876|CAIDA_class|Enterpise
40877|CAIDA_class|Enterpise
40878|CAIDA_class|Enterpise
40879|CAIDA_class|Enterpise
40880|CAIDA_class|Enterpise
40881|CAIDA_class|Enterpise
40882|CAIDA_class|Enterpise
40883|CAIDA_class|Enterpise
40884|CAIDA_class|Enterpise
40885|CAIDA_class|Enterpise
40886|CAIDA_class|Enterpise
40887|CAIDA_class|Enterpise
40889|CAIDA_class|Enterpise
40890|CAIDA_class|Enterpise
40891|CAIDA_class|Enterpise
40892|CAIDA_class|Enterpise
40893|CAIDA_class|Enterpise
40895|CAIDA_class|Enterpise
40896|CAIDA_class|Transit/Access
40898|CAIDA_class|Enterpise
40900|CAIDA_class|Enterpise
40901|CAIDA_class|Enterpise
40902|CAIDA_class|Enterpise
40903|CAIDA_class|Enterpise
40904|CAIDA_class|Enterpise
40905|CAIDA_class|Enterpise
40908|CAIDA_class|Enterpise
40909|CAIDA_class|Enterpise
40910|CAIDA_class|Enterpise
40911|CAIDA_class|Transit/Access
40912|CAIDA_class|Enterpise
40913|CAIDA_class|Content
40915|CAIDA_class|Enterpise
40916|CAIDA_class|Enterpise
40917|CAIDA_class|Enterpise
40918|CAIDA_class|Transit/Access
40919|CAIDA_class|Enterpise
40920|CAIDA_class|Enterpise
40922|CAIDA_class|Enterpise
40923|CAIDA_class|Enterpise
40925|CAIDA_class|Enterpise
40926|CAIDA_class|Transit/Access
40928|CAIDA_class|Enterpise
40929|CAIDA_class|Enterpise
40930|CAIDA_class|Enterpise
40931|CAIDA_class|Enterpise
40932|CAIDA_class|Enterpise
40933|CAIDA_class|Transit/Access
40934|CAIDA_class|Transit/Access
40936|CAIDA_class|Enterpise
40937|CAIDA_class|Enterpise
40938|CAIDA_class|Content
40939|CAIDA_class|Enterpise
40940|CAIDA_class|Enterpise
40941|peerDB_class|Transit/Access
40943|CAIDA_class|Transit/Access
40944|CAIDA_class|Enterpise
40945|CAIDA_class|Transit/Access
40946|CAIDA_class|Enterpise
40947|CAIDA_class|Enterpise
40948|CAIDA_class|Transit/Access
40949|CAIDA_class|Enterpise
40950|CAIDA_class|Transit/Access
40951|CAIDA_class|Enterpise
40952|CAIDA_class|Enterpise
40953|CAIDA_class|Enterpise
40954|CAIDA_class|Enterpise
40955|CAIDA_class|Enterpise
40958|CAIDA_class|Enterpise
40960|CAIDA_class|Transit/Access
40961|CAIDA_class|Transit/Access
40962|CAIDA_class|Enterpise
40964|CAIDA_class|Transit/Access
40966|peerDB_class|Content
40967|CAIDA_class|Enterpise
40968|CAIDA_class|Enterpise
40969|CAIDA_class|Enterpise
40971|CAIDA_class|Enterpise
40973|CAIDA_class|Transit/Access
40974|CAIDA_class|Enterpise
40975|CAIDA_class|Content
40976|CAIDA_class|Enterpise
40977|CAIDA_class|Transit/Access
40978|CAIDA_class|Enterpise
40981|CAIDA_class|Transit/Access
40982|CAIDA_class|Enterpise
40984|CAIDA_class|Transit/Access
40985|CAIDA_class|Enterpise
40986|CAIDA_class|Enterpise
40988|peerDB_class|Content
40989|CAIDA_class|Enterpise
40991|CAIDA_class|Enterpise
40992|CAIDA_class|Transit/Access
40993|CAIDA_class|Transit/Access
40995|CAIDA_class|Transit/Access
40997|CAIDA_class|Transit/Access
40998|CAIDA_class|Enterpise
40999|peerDB_class|Transit/Access
41000|peerDB_class|Content
41002|CAIDA_class|Enterpise
41004|CAIDA_class|Enterpise
41005|CAIDA_class|Transit/Access
41006|CAIDA_class|Transit/Access
41007|CAIDA_class|Transit/Access
41008|CAIDA_class|Enterpise
41009|CAIDA_class|Transit/Access
41010|CAIDA_class|Enterpise
41011|CAIDA_class|Transit/Access
41012|peerDB_class|Transit/Access
41013|CAIDA_class|Enterpise
41014|CAIDA_class|Enterpise
41015|CAIDA_class|Transit/Access
41016|CAIDA_class|Enterpise
41017|CAIDA_class|Enterpise
41019|CAIDA_class|Transit/Access
41020|CAIDA_class|Transit/Access
41021|CAIDA_class|Enterpise
41023|CAIDA_class|Transit/Access
41024|CAIDA_class|Transit/Access
41026|CAIDA_class|Transit/Access
41027|CAIDA_class|Enterpise
41028|CAIDA_class|Transit/Access
41030|CAIDA_class|Transit/Access
41033|CAIDA_class|Enterpise
41034|CAIDA_class|Transit/Access
41035|CAIDA_class|Enterpise
41036|CAIDA_class|Enterpise
41037|peerDB_class|Content
41038|CAIDA_class|Transit/Access
41040|CAIDA_class|Transit/Access
41043|CAIDA_class|Transit/Access
41046|peerDB_class|Transit/Access
41050|CAIDA_class|Enterpise
41052|CAIDA_class|Enterpise
41053|CAIDA_class|Transit/Access
41054|CAIDA_class|Transit/Access
41055|CAIDA_class|Enterpise
41056|CAIDA_class|Transit/Access
41057|CAIDA_class|Transit/Access
41059|peerDB_class|Transit/Access
41060|CAIDA_class|Enterpise
41062|CAIDA_class|Transit/Access
41063|CAIDA_class|Enterpise
41064|CAIDA_class|Enterpise
41066|CAIDA_class|Transit/Access
41067|CAIDA_class|Enterpise
41069|CAIDA_class|Transit/Access
41070|CAIDA_class|Transit/Access
41071|CAIDA_class|Transit/Access
41072|CAIDA_class|Enterpise
41073|peerDB_class|Content
41074|CAIDA_class|Transit/Access
41075|peerDB_class|Content
41076|CAIDA_class|Enterpise
41077|CAIDA_class|Transit/Access
41079|CAIDA_class|Content
41080|CAIDA_class|Enterpise
41081|CAIDA_class|Transit/Access
41082|CAIDA_class|Transit/Access
41084|CAIDA_class|Transit/Access
41085|CAIDA_class|Transit/Access
41086|CAIDA_class|Enterpise
41087|CAIDA_class|Enterpise
41088|peerDB_class|Transit/Access
41090|peerDB_class|Transit/Access
41091|CAIDA_class|Enterpise
41092|CAIDA_class|Enterpise
41093|CAIDA_class|Enterpise
41094|CAIDA_class|Transit/Access
41095|peerDB_class|Transit/Access
41096|CAIDA_class|Transit/Access
41097|CAIDA_class|Enterpise
41098|CAIDA_class|Content
41099|CAIDA_class|Transit/Access
41100|CAIDA_class|Enterpise
41101|CAIDA_class|Transit/Access
41103|peerDB_class|Enterpise
41104|CAIDA_class|Enterpise
41105|CAIDA_class|Enterpise
41106|CAIDA_class|Transit/Access
41107|CAIDA_class|Transit/Access
41108|CAIDA_class|Enterpise
41109|CAIDA_class|Transit/Access
41112|CAIDA_class|Enterpise
41113|CAIDA_class|Enterpise
41114|CAIDA_class|Transit/Access
41115|CAIDA_class|Enterpise
41116|CAIDA_class|Enterpise
41118|CAIDA_class|Transit/Access
41121|CAIDA_class|Enterpise
41122|CAIDA_class|Enterpise
41123|CAIDA_class|Transit/Access
41124|CAIDA_class|Transit/Access
41125|CAIDA_class|Enterpise
41126|CAIDA_class|Content
41127|CAIDA_class|Enterpise
41130|CAIDA_class|Enterpise
41132|CAIDA_class|Transit/Access
41134|CAIDA_class|Transit/Access
41135|CAIDA_class|Enterpise
41136|CAIDA_class|Enterpise
41140|CAIDA_class|Enterpise
41142|CAIDA_class|Transit/Access
41143|CAIDA_class|Enterpise
41144|CAIDA_class|Transit/Access
41148|CAIDA_class|Transit/Access
41150|CAIDA_class|Enterpise
41151|CAIDA_class|Transit/Access
41152|CAIDA_class|Transit/Access
41153|peerDB_class|Content
41155|CAIDA_class|Enterpise
41156|CAIDA_class|Enterpise
41157|peerDB_class|Content
41159|CAIDA_class|Enterpise
41160|CAIDA_class|Transit/Access
41161|CAIDA_class|Transit/Access
41163|CAIDA_class|Enterpise
41164|peerDB_class|Transit/Access
41165|CAIDA_class|Transit/Access
41166|CAIDA_class|Enterpise
41167|CAIDA_class|Transit/Access
41168|CAIDA_class|Transit/Access
41169|CAIDA_class|Enterpise
41174|CAIDA_class|Transit/Access
41175|CAIDA_class|Content
41176|CAIDA_class|Transit/Access
41178|CAIDA_class|Enterpise
41180|CAIDA_class|Enterpise
41182|CAIDA_class|Enterpise
41183|CAIDA_class|Enterpise
41184|CAIDA_class|Enterpise
41186|CAIDA_class|Content
41188|CAIDA_class|Enterpise
41190|CAIDA_class|Transit/Access
41191|CAIDA_class|Enterpise
41195|CAIDA_class|Enterpise
41198|CAIDA_class|Enterpise
41199|CAIDA_class|Transit/Access
41200|CAIDA_class|Transit/Access
41201|peerDB_class|Transit/Access
41202|CAIDA_class|Transit/Access
41203|CAIDA_class|Enterpise
41205|CAIDA_class|Enterpise
41207|CAIDA_class|Transit/Access
41208|CAIDA_class|Enterpise
41209|CAIDA_class|Transit/Access
41210|CAIDA_class|Enterpise
41212|CAIDA_class|Enterpise
41213|CAIDA_class|Enterpise
41215|CAIDA_class|Enterpise
41216|CAIDA_class|Enterpise
41217|CAIDA_class|Enterpise
41218|CAIDA_class|Enterpise
41219|CAIDA_class|Enterpise
41221|CAIDA_class|Transit/Access
41222|CAIDA_class|Transit/Access
41223|CAIDA_class|Enterpise
41224|CAIDA_class|Enterpise
41225|CAIDA_class|Enterpise
41228|CAIDA_class|Transit/Access
41230|peerDB_class|Transit/Access
41231|CAIDA_class|Transit/Access
41232|CAIDA_class|Transit/Access
41233|CAIDA_class|Enterpise
41234|CAIDA_class|Enterpise
41235|CAIDA_class|Transit/Access
41236|CAIDA_class|Enterpise
41242|CAIDA_class|Transit/Access
41243|CAIDA_class|Enterpise
41244|CAIDA_class|Enterpise
41245|CAIDA_class|Enterpise
41246|CAIDA_class|Enterpise
41247|CAIDA_class|Transit/Access
41248|CAIDA_class|Enterpise
41251|CAIDA_class|Enterpise
41253|CAIDA_class|Enterpise
41256|CAIDA_class|Transit/Access
41258|CAIDA_class|Enterpise
41259|CAIDA_class|Enterpise
41260|CAIDA_class|Enterpise
41264|CAIDA_class|Enterpise
41266|CAIDA_class|Transit/Access
41267|CAIDA_class|Transit/Access
41268|peerDB_class|Transit/Access
41269|CAIDA_class|Transit/Access
41270|CAIDA_class|Transit/Access
41271|CAIDA_class|Enterpise
41272|CAIDA_class|Transit/Access
41273|CAIDA_class|Transit/Access
41275|CAIDA_class|Transit/Access
41276|manual_class|Enterpise
41277|CAIDA_class|Enterpise
41278|CAIDA_class|Enterpise
41279|CAIDA_class|Enterpise
41280|CAIDA_class|Transit/Access
41281|peerDB_class|Transit/Access
41282|CAIDA_class|Enterpise
41283|CAIDA_class|Enterpise
41284|CAIDA_class|Transit/Access
41285|CAIDA_class|Transit/Access
41286|CAIDA_class|Enterpise
41288|CAIDA_class|Content
41289|CAIDA_class|Content
41291|CAIDA_class|Enterpise
41292|CAIDA_class|Enterpise
41293|CAIDA_class|Enterpise
41294|CAIDA_class|Enterpise
41295|CAIDA_class|Enterpise
41296|CAIDA_class|Content
41297|CAIDA_class|Transit/Access
41299|CAIDA_class|Transit/Access
41300|manual_class|Enterpise
41301|CAIDA_class|Enterpise
41302|CAIDA_class|Transit/Access
41305|CAIDA_class|Transit/Access
41307|CAIDA_class|Transit/Access
41308|CAIDA_class|Enterpise
41310|CAIDA_class|Transit/Access
41311|CAIDA_class|Transit/Access
41312|CAIDA_class|Enterpise
41313|peerDB_class|Transit/Access
41314|CAIDA_class|Transit/Access
41315|CAIDA_class|Transit/Access
41316|CAIDA_class|Enterpise
41317|CAIDA_class|Enterpise
41318|CAIDA_class|Enterpise
41319|CAIDA_class|Transit/Access
41321|CAIDA_class|Enterpise
41322|CAIDA_class|Transit/Access
41324|CAIDA_class|Enterpise
41325|CAIDA_class|Enterpise
41328|CAIDA_class|Enterpise
41329|CAIDA_class|Transit/Access
41330|CAIDA_class|Transit/Access
41332|CAIDA_class|Enterpise
41334|CAIDA_class|Transit/Access
41336|CAIDA_class|Transit/Access
41337|CAIDA_class|Enterpise
41339|CAIDA_class|Enterpise
41340|CAIDA_class|Transit/Access
41341|CAIDA_class|Transit/Access
41342|CAIDA_class|Enterpise
41343|CAIDA_class|Transit/Access
41345|CAIDA_class|Enterpise
41346|CAIDA_class|Enterpise
41347|CAIDA_class|Enterpise
41348|CAIDA_class|Transit/Access
41349|peerDB_class|Transit/Access
41350|CAIDA_class|Enterpise
41352|CAIDA_class|Enterpise
41353|CAIDA_class|Enterpise
41356|CAIDA_class|Transit/Access
41357|peerDB_class|Content
41358|CAIDA_class|Enterpise
41360|CAIDA_class|Transit/Access
41362|CAIDA_class|Transit/Access
41363|CAIDA_class|Transit/Access
41364|CAIDA_class|Transit/Access
41367|CAIDA_class|Enterpise
41368|CAIDA_class|Transit/Access
41369|CAIDA_class|Content
41370|CAIDA_class|Transit/Access
41371|CAIDA_class|Transit/Access
41372|CAIDA_class|Enterpise
41373|CAIDA_class|Enterpise
41374|CAIDA_class|Enterpise
41375|CAIDA_class|Enterpise
41377|CAIDA_class|Enterpise
41379|CAIDA_class|Enterpise
41380|CAIDA_class|Enterpise
41381|CAIDA_class|Enterpise
41383|CAIDA_class|Transit/Access
41384|CAIDA_class|Transit/Access
41385|CAIDA_class|Enterpise
41386|CAIDA_class|Enterpise
41387|CAIDA_class|Transit/Access
41389|CAIDA_class|Enterpise
41390|CAIDA_class|Transit/Access
41391|peerDB_class|Content
41393|peerDB_class|Transit/Access
41394|CAIDA_class|Enterpise
41395|CAIDA_class|Transit/Access
41396|CAIDA_class|Enterpise
41397|CAIDA_class|Enterpise
41399|peerDB_class|Content
41400|CAIDA_class|Enterpise
41401|CAIDA_class|Transit/Access
41402|CAIDA_class|Enterpise
41403|CAIDA_class|Transit/Access
41404|CAIDA_class|Enterpise
41405|CAIDA_class|Transit/Access
41406|CAIDA_class|Transit/Access
41410|CAIDA_class|Enterpise
41412|peerDB_class|Content
41413|CAIDA_class|Enterpise
41414|CAIDA_class|Enterpise
41417|CAIDA_class|Enterpise
41418|CAIDA_class|Enterpise
41419|CAIDA_class|Transit/Access
41420|peerDB_class|Transit/Access
41421|CAIDA_class|Transit/Access
41422|CAIDA_class|Enterpise
41423|CAIDA_class|Transit/Access
41424|CAIDA_class|Transit/Access
41426|CAIDA_class|Transit/Access
41427|CAIDA_class|Transit/Access
41428|CAIDA_class|Enterpise
41430|CAIDA_class|Enterpise
41431|CAIDA_class|Enterpise
41432|manual_class|Enterpise
41433|CAIDA_class|Enterpise
41434|CAIDA_class|Enterpise
41435|peerDB_class|Transit/Access
41437|CAIDA_class|Enterpise
41440|CAIDA_class|Transit/Access
41442|CAIDA_class|Enterpise
41443|CAIDA_class|Transit/Access
41444|CAIDA_class|Enterpise
41445|peerDB_class|Transit/Access
41446|CAIDA_class|Transit/Access
41447|CAIDA_class|Enterpise
41448|CAIDA_class|Content
41452|CAIDA_class|Enterpise
41453|CAIDA_class|Transit/Access
41454|CAIDA_class|Transit/Access
41458|CAIDA_class|Enterpise
41459|CAIDA_class|Transit/Access
41460|CAIDA_class|Enterpise
41461|CAIDA_class|Enterpise
41463|CAIDA_class|Transit/Access
41465|CAIDA_class|Transit/Access
41468|CAIDA_class|Enterpise
41469|CAIDA_class|Transit/Access
41470|CAIDA_class|Enterpise
41471|peerDB_class|Content
41472|CAIDA_class|Transit/Access
41473|CAIDA_class|Enterpise
41474|CAIDA_class|Enterpise
41475|CAIDA_class|Transit/Access
41476|CAIDA_class|Transit/Access
41477|CAIDA_class|Enterpise
41478|CAIDA_class|Enterpise
41479|CAIDA_class|Enterpise
41480|CAIDA_class|Transit/Access
41481|CAIDA_class|Enterpise
41482|CAIDA_class|Enterpise
41483|CAIDA_class|Transit/Access
41486|CAIDA_class|Enterpise
41487|CAIDA_class|Enterpise
41489|peerDB_class|Content
41491|CAIDA_class|Transit/Access
41492|CAIDA_class|Enterpise
41493|CAIDA_class|Enterpise
41495|peerDB_class|Content
41496|CAIDA_class|Transit/Access
41497|peerDB_class|Transit/Access
41499|CAIDA_class|Content
41502|CAIDA_class|Enterpise
41503|CAIDA_class|Enterpise
41504|CAIDA_class|Enterpise
41505|CAIDA_class|Enterpise
41506|CAIDA_class|Enterpise
41507|CAIDA_class|Enterpise
41508|CAIDA_class|Content
41509|CAIDA_class|Enterpise
41510|CAIDA_class|Enterpise
41511|CAIDA_class|Transit/Access
41512|CAIDA_class|Enterpise
41513|CAIDA_class|Enterpise
41514|CAIDA_class|Enterpise
41515|CAIDA_class|Enterpise
41516|CAIDA_class|Transit/Access
41518|CAIDA_class|Enterpise
41519|CAIDA_class|Enterpise
41520|CAIDA_class|Transit/Access
41521|CAIDA_class|Enterpise
41522|CAIDA_class|Transit/Access
41524|CAIDA_class|Enterpise
41526|CAIDA_class|Enterpise
41527|CAIDA_class|Enterpise
41528|CAIDA_class|Content
41530|CAIDA_class|Enterpise
41534|CAIDA_class|Enterpise
41535|CAIDA_class|Content
41536|CAIDA_class|Enterpise
41537|CAIDA_class|Enterpise
41540|CAIDA_class|Transit/Access
41541|CAIDA_class|Content
41542|CAIDA_class|Enterpise
41543|CAIDA_class|Enterpise
41547|CAIDA_class|Enterpise
41548|CAIDA_class|Enterpise
41549|CAIDA_class|Transit/Access
41550|CAIDA_class|Transit/Access
41551|CAIDA_class|Enterpise
41552|peerDB_class|Content
41553|CAIDA_class|Enterpise
41554|CAIDA_class|Transit/Access
41555|CAIDA_class|Enterpise
41556|CAIDA_class|Transit/Access
41557|CAIDA_class|Transit/Access
41558|CAIDA_class|Transit/Access
41559|CAIDA_class|Enterpise
41560|CAIDA_class|Transit/Access
41561|CAIDA_class|Transit/Access
41562|peerDB_class|Transit/Access
41563|CAIDA_class|Transit/Access
41566|CAIDA_class|Transit/Access
41567|CAIDA_class|Enterpise
41569|CAIDA_class|Enterpise
41570|CAIDA_class|Transit/Access
41571|CAIDA_class|Transit/Access
41572|peerDB_class|Transit/Access
41573|CAIDA_class|Enterpise
41574|CAIDA_class|Transit/Access
41575|CAIDA_class|Enterpise
41577|CAIDA_class|Enterpise
41578|CAIDA_class|Enterpise
41579|CAIDA_class|Transit/Access
41580|CAIDA_class|Enterpise
41581|CAIDA_class|Enterpise
41582|CAIDA_class|Enterpise
41583|CAIDA_class|Enterpise
41584|CAIDA_class|Enterpise
41585|CAIDA_class|Transit/Access
41586|CAIDA_class|Enterpise
41587|CAIDA_class|Enterpise
41588|CAIDA_class|Transit/Access
41589|CAIDA_class|Transit/Access
41590|CAIDA_class|Enterpise
41591|CAIDA_class|Enterpise
41592|CAIDA_class|Enterpise
41593|CAIDA_class|Enterpise
41594|CAIDA_class|Enterpise
41596|CAIDA_class|Enterpise
41599|CAIDA_class|Transit/Access
41600|CAIDA_class|Enterpise
41601|peerDB_class|Transit/Access
41604|CAIDA_class|Enterpise
41605|CAIDA_class|Enterpise
41606|CAIDA_class|Transit/Access
41609|CAIDA_class|Enterpise
41611|CAIDA_class|Transit/Access
41612|CAIDA_class|Enterpise
41614|CAIDA_class|Transit/Access
41615|CAIDA_class|Enterpise
41616|CAIDA_class|Transit/Access
41617|CAIDA_class|Enterpise
41618|CAIDA_class|Enterpise
41620|CAIDA_class|Transit/Access
41621|CAIDA_class|Enterpise
41622|CAIDA_class|Transit/Access
41623|CAIDA_class|Enterpise
41624|CAIDA_class|Transit/Access
41625|CAIDA_class|Enterpise
41626|CAIDA_class|Enterpise
41627|CAIDA_class|Transit/Access
41628|peerDB_class|Content
41629|CAIDA_class|Enterpise
41630|CAIDA_class|Enterpise
41631|CAIDA_class|Transit/Access
41635|CAIDA_class|Content
41636|CAIDA_class|Enterpise
41638|CAIDA_class|Enterpise
41639|CAIDA_class|Transit/Access
41640|CAIDA_class|Enterpise
41641|manual_class|Enterpise
41643|CAIDA_class|Enterpise
41644|peerDB_class|Enterpise
41647|CAIDA_class|Enterpise
41648|CAIDA_class|Transit/Access
41649|CAIDA_class|Enterpise
41650|CAIDA_class|Enterpise
41651|CAIDA_class|Enterpise
41653|peerDB_class|Content
41654|CAIDA_class|Enterpise
41655|CAIDA_class|Enterpise
41659|peerDB_class|Content
41660|CAIDA_class|Enterpise
41661|CAIDA_class|Transit/Access
41662|CAIDA_class|Enterpise
41663|CAIDA_class|Enterpise
41664|CAIDA_class|Transit/Access
41665|CAIDA_class|Content
41667|CAIDA_class|Enterpise
41668|CAIDA_class|Transit/Access
41669|CAIDA_class|Enterpise
41670|CAIDA_class|Transit/Access
41671|CAIDA_class|Transit/Access
41672|CAIDA_class|Enterpise
41673|CAIDA_class|Enterpise
41676|CAIDA_class|Transit/Access
41677|CAIDA_class|Content
41678|peerDB_class|Content
41679|CAIDA_class|Enterpise
41680|CAIDA_class|Enterpise
41681|CAIDA_class|Enterpise
41682|CAIDA_class|Transit/Access
41684|CAIDA_class|Enterpise
41685|CAIDA_class|Enterpise
41686|CAIDA_class|Enterpise
41690|peerDB_class|Content
41691|CAIDA_class|Transit/Access
41692|peerDB_class|Transit/Access
41694|CAIDA_class|Enterpise
41695|peerDB_class|Transit/Access
41696|CAIDA_class|Transit/Access
41697|CAIDA_class|Transit/Access
41698|CAIDA_class|Enterpise
41699|CAIDA_class|Enterpise
41700|CAIDA_class|Enterpise
41701|CAIDA_class|Enterpise
41703|CAIDA_class|Enterpise
41704|CAIDA_class|Transit/Access
41705|CAIDA_class|Transit/Access
41706|CAIDA_class|Enterpise
41707|CAIDA_class|Transit/Access
41708|CAIDA_class|Enterpise
41709|peerDB_class|Transit/Access
41710|CAIDA_class|Transit/Access
41711|peerDB_class|Content
41714|CAIDA_class|Transit/Access
41715|CAIDA_class|Transit/Access
41716|CAIDA_class|Enterpise
41720|CAIDA_class|Enterpise
41721|CAIDA_class|Transit/Access
41722|CAIDA_class|Transit/Access
41723|CAIDA_class|Transit/Access
41724|CAIDA_class|Enterpise
41726|CAIDA_class|Enterpise
41727|CAIDA_class|Transit/Access
41729|CAIDA_class|Enterpise
41730|CAIDA_class|Enterpise
41733|peerDB_class|Transit/Access
41734|CAIDA_class|Enterpise
41735|CAIDA_class|Enterpise
41736|CAIDA_class|Transit/Access
41738|CAIDA_class|Enterpise
41739|CAIDA_class|Enterpise
41740|CAIDA_class|Transit/Access
41741|CAIDA_class|Content
41743|CAIDA_class|Transit/Access
41744|CAIDA_class|Transit/Access
41745|CAIDA_class|Enterpise
41746|CAIDA_class|Enterpise
41747|CAIDA_class|Transit/Access
41748|CAIDA_class|Enterpise
41749|CAIDA_class|Transit/Access
41750|CAIDA_class|Transit/Access
41751|CAIDA_class|Enterpise
41753|CAIDA_class|Transit/Access
41754|CAIDA_class|Transit/Access
41755|CAIDA_class|Enterpise
41756|CAIDA_class|Enterpise
41758|CAIDA_class|Enterpise
41761|CAIDA_class|Enterpise
41762|CAIDA_class|Enterpise
41763|CAIDA_class|Transit/Access
41764|CAIDA_class|Enterpise
41765|CAIDA_class|Content
41766|CAIDA_class|Enterpise
41768|CAIDA_class|Enterpise
41769|CAIDA_class|Transit/Access
41770|manual_class|Enterpise
41771|CAIDA_class|Transit/Access
41772|CAIDA_class|Enterpise
41776|CAIDA_class|Enterpise
41777|CAIDA_class|Enterpise
41778|CAIDA_class|Enterpise
41781|CAIDA_class|Enterpise
41782|CAIDA_class|Transit/Access
41783|manual_class|Enterpise
41784|CAIDA_class|Transit/Access
41786|CAIDA_class|Transit/Access
41787|CAIDA_class|Transit/Access
41788|CAIDA_class|Enterpise
41789|CAIDA_class|Transit/Access
41790|CAIDA_class|Transit/Access
41791|CAIDA_class|Enterpise
41793|CAIDA_class|Transit/Access
41794|CAIDA_class|Transit/Access
41795|CAIDA_class|Enterpise
41796|CAIDA_class|Transit/Access
41798|CAIDA_class|Transit/Access
41799|CAIDA_class|Enterpise
41800|CAIDA_class|Enterpise
41801|CAIDA_class|Transit/Access
41802|CAIDA_class|Transit/Access
41803|CAIDA_class|Enterpise
41806|CAIDA_class|Enterpise
